subject,trial,emotion_num,emotion,speech_start_time,speech_stop_time,speech_duration,audio_wav_filepath,audio_mfcc_100ms_50ms_filepath,audio_mfcc_20ms_10ms_filepath,raw_eeg_filepath,raw_emg_filepath,processed_eeg_filepath,processed_emg_filepath,face_vgg16_features_filepath
2,226,12,surprise,0.98,1.98,1.0,s02/t226/s02_t226.wav,s02/t226/s02_t226_audio_mfcc_window100ms_overlap50ms.npy,s02/t226/s02_t226_audio_mfcc_window20ms_overlap10ms.npy,s02/t226/s02_t226_raw_eeg_5kHz.npy,s02/t226/s02_t226_raw_emg_5kHz.npy,s02/t226/s02_t226_processed_eeg_1kHz.npy,s02/t226/s02_t226_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,227,2,anger,0.9300000000000002,1.93,1.0,s02/t227/s02_t227.wav,s02/t227/s02_t227_audio_mfcc_window100ms_overlap50ms.npy,s02/t227/s02_t227_audio_mfcc_window20ms_overlap10ms.npy,s02/t227/s02_t227_raw_eeg_5kHz.npy,s02/t227/s02_t227_raw_emg_5kHz.npy,s02/t227/s02_t227_processed_eeg_1kHz.npy,s02/t227/s02_t227_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,228,10,sad,1.25,2.25,1.0,s02/t228/s02_t228.wav,s02/t228/s02_t228_audio_mfcc_window100ms_overlap50ms.npy,s02/t228/s02_t228_audio_mfcc_window20ms_overlap10ms.npy,s02/t228/s02_t228_raw_eeg_5kHz.npy,s02/t228/s02_t228_raw_emg_5kHz.npy,s02/t228/s02_t228_processed_eeg_1kHz.npy,s02/t228/s02_t228_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,229,4,disgust,1.03,2.03,1.0000000000000002,s02/t229/s02_t229.wav,s02/t229/s02_t229_audio_mfcc_window100ms_overlap50ms.npy,s02/t229/s02_t229_audio_mfcc_window20ms_overlap10ms.npy,s02/t229/s02_t229_raw_eeg_5kHz.npy,s02/t229/s02_t229_raw_emg_5kHz.npy,s02/t229/s02_t229_processed_eeg_1kHz.npy,s02/t229/s02_t229_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,230,6,fear,1.15,2.1500000000000004,1.0000000000000002,s02/t230/s02_t230.wav,s02/t230/s02_t230_audio_mfcc_window100ms_overlap50ms.npy,s02/t230/s02_t230_audio_mfcc_window20ms_overlap10ms.npy,s02/t230/s02_t230_raw_eeg_5kHz.npy,s02/t230/s02_t230_raw_emg_5kHz.npy,s02/t230/s02_t230_processed_eeg_1kHz.npy,s02/t230/s02_t230_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,231,8,happy,1.15,2.1500000000000004,1.0000000000000002,s02/t231/s02_t231.wav,s02/t231/s02_t231_audio_mfcc_window100ms_overlap50ms.npy,s02/t231/s02_t231_audio_mfcc_window20ms_overlap10ms.npy,s02/t231/s02_t231_raw_eeg_5kHz.npy,s02/t231/s02_t231_raw_emg_5kHz.npy,s02/t231/s02_t231_processed_eeg_1kHz.npy,s02/t231/s02_t231_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,232,8,happy,1.1700000000000002,2.17,0.9999999999999998,s02/t232/s02_t232.wav,s02/t232/s02_t232_audio_mfcc_window100ms_overlap50ms.npy,s02/t232/s02_t232_audio_mfcc_window20ms_overlap10ms.npy,s02/t232/s02_t232_raw_eeg_5kHz.npy,s02/t232/s02_t232_raw_emg_5kHz.npy,s02/t232/s02_t232_processed_eeg_1kHz.npy,s02/t232/s02_t232_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,233,12,surprise,1.12,2.12,1.0,s02/t233/s02_t233.wav,s02/t233/s02_t233_audio_mfcc_window100ms_overlap50ms.npy,s02/t233/s02_t233_audio_mfcc_window20ms_overlap10ms.npy,s02/t233/s02_t233_raw_eeg_5kHz.npy,s02/t233/s02_t233_raw_emg_5kHz.npy,s02/t233/s02_t233_processed_eeg_1kHz.npy,s02/t233/s02_t233_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,234,10,sad,1.3,2.3,1.0,s02/t234/s02_t234.wav,s02/t234/s02_t234_audio_mfcc_window100ms_overlap50ms.npy,s02/t234/s02_t234_audio_mfcc_window20ms_overlap10ms.npy,s02/t234/s02_t234_raw_eeg_5kHz.npy,s02/t234/s02_t234_raw_emg_5kHz.npy,s02/t234/s02_t234_processed_eeg_1kHz.npy,s02/t234/s02_t234_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,235,2,anger,1.23,2.23,1.0,s02/t235/s02_t235.wav,s02/t235/s02_t235_audio_mfcc_window100ms_overlap50ms.npy,s02/t235/s02_t235_audio_mfcc_window20ms_overlap10ms.npy,s02/t235/s02_t235_raw_eeg_5kHz.npy,s02/t235/s02_t235_raw_emg_5kHz.npy,s02/t235/s02_t235_processed_eeg_1kHz.npy,s02/t235/s02_t235_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,236,14,neutral,1.07,2.0700000000000003,1.0000000000000002,s02/t236/s02_t236.wav,s02/t236/s02_t236_audio_mfcc_window100ms_overlap50ms.npy,s02/t236/s02_t236_audio_mfcc_window20ms_overlap10ms.npy,s02/t236/s02_t236_raw_eeg_5kHz.npy,s02/t236/s02_t236_raw_emg_5kHz.npy,s02/t236/s02_t236_processed_eeg_1kHz.npy,s02/t236/s02_t236_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,237,4,disgust,1.3,2.65,1.35,s02/t237/s02_t237.wav,s02/t237/s02_t237_audio_mfcc_window100ms_overlap50ms.npy,s02/t237/s02_t237_audio_mfcc_window20ms_overlap10ms.npy,s02/t237/s02_t237_raw_eeg_5kHz.npy,s02/t237/s02_t237_raw_emg_5kHz.npy,s02/t237/s02_t237_processed_eeg_1kHz.npy,s02/t237/s02_t237_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,238,6,fear,1.22,2.22,0.9999999999999998,s02/t238/s02_t238.wav,s02/t238/s02_t238_audio_mfcc_window100ms_overlap50ms.npy,s02/t238/s02_t238_audio_mfcc_window20ms_overlap10ms.npy,s02/t238/s02_t238_raw_eeg_5kHz.npy,s02/t238/s02_t238_raw_emg_5kHz.npy,s02/t238/s02_t238_processed_eeg_1kHz.npy,s02/t238/s02_t238_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,239,2,anger,1.25,2.25,1.0,s02/t239/s02_t239.wav,s02/t239/s02_t239_audio_mfcc_window100ms_overlap50ms.npy,s02/t239/s02_t239_audio_mfcc_window20ms_overlap10ms.npy,s02/t239/s02_t239_raw_eeg_5kHz.npy,s02/t239/s02_t239_raw_emg_5kHz.npy,s02/t239/s02_t239_processed_eeg_1kHz.npy,s02/t239/s02_t239_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,240,12,surprise,1.15,2.15,1.0,s02/t240/s02_t240.wav,s02/t240/s02_t240_audio_mfcc_window100ms_overlap50ms.npy,s02/t240/s02_t240_audio_mfcc_window20ms_overlap10ms.npy,s02/t240/s02_t240_raw_eeg_5kHz.npy,s02/t240/s02_t240_raw_emg_5kHz.npy,s02/t240/s02_t240_processed_eeg_1kHz.npy,s02/t240/s02_t240_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,241,10,sad,1.3,2.15,0.85,s02/t241/s02_t241.wav,s02/t241/s02_t241_audio_mfcc_window100ms_overlap50ms.npy,s02/t241/s02_t241_audio_mfcc_window20ms_overlap10ms.npy,s02/t241/s02_t241_raw_eeg_5kHz.npy,s02/t241/s02_t241_raw_emg_5kHz.npy,s02/t241/s02_t241_processed_eeg_1kHz.npy,s02/t241/s02_t241_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,242,4,disgust,1.38,2.38,1.0,s02/t242/s02_t242.wav,s02/t242/s02_t242_audio_mfcc_window100ms_overlap50ms.npy,s02/t242/s02_t242_audio_mfcc_window20ms_overlap10ms.npy,s02/t242/s02_t242_raw_eeg_5kHz.npy,s02/t242/s02_t242_raw_emg_5kHz.npy,s02/t242/s02_t242_processed_eeg_1kHz.npy,s02/t242/s02_t242_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,243,14,neutral,1.2000000000000002,2.2,1.0,s02/t243/s02_t243.wav,s02/t243/s02_t243_audio_mfcc_window100ms_overlap50ms.npy,s02/t243/s02_t243_audio_mfcc_window20ms_overlap10ms.npy,s02/t243/s02_t243_raw_eeg_5kHz.npy,s02/t243/s02_t243_raw_emg_5kHz.npy,s02/t243/s02_t243_processed_eeg_1kHz.npy,s02/t243/s02_t243_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,244,8,happy,1.15,2.1500000000000004,1.0000000000000002,s02/t244/s02_t244.wav,s02/t244/s02_t244_audio_mfcc_window100ms_overlap50ms.npy,s02/t244/s02_t244_audio_mfcc_window20ms_overlap10ms.npy,s02/t244/s02_t244_raw_eeg_5kHz.npy,s02/t244/s02_t244_raw_emg_5kHz.npy,s02/t244/s02_t244_processed_eeg_1kHz.npy,s02/t244/s02_t244_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,245,6,fear,1.15,2.15,1.0,s02/t245/s02_t245.wav,s02/t245/s02_t245_audio_mfcc_window100ms_overlap50ms.npy,s02/t245/s02_t245_audio_mfcc_window20ms_overlap10ms.npy,s02/t245/s02_t245_raw_eeg_5kHz.npy,s02/t245/s02_t245_raw_emg_5kHz.npy,s02/t245/s02_t245_processed_eeg_1kHz.npy,s02/t245/s02_t245_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,246,10,sad,1.45,2.45,1.0,s02/t246/s02_t246.wav,s02/t246/s02_t246_audio_mfcc_window100ms_overlap50ms.npy,s02/t246/s02_t246_audio_mfcc_window20ms_overlap10ms.npy,s02/t246/s02_t246_raw_eeg_5kHz.npy,s02/t246/s02_t246_raw_emg_5kHz.npy,s02/t246/s02_t246_processed_eeg_1kHz.npy,s02/t246/s02_t246_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,247,12,surprise,1.23,2.23,1.0,s02/t247/s02_t247.wav,s02/t247/s02_t247_audio_mfcc_window100ms_overlap50ms.npy,s02/t247/s02_t247_audio_mfcc_window20ms_overlap10ms.npy,s02/t247/s02_t247_raw_eeg_5kHz.npy,s02/t247/s02_t247_raw_emg_5kHz.npy,s02/t247/s02_t247_processed_eeg_1kHz.npy,s02/t247/s02_t247_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,248,14,neutral,1.28,2.28,1.0000000000000002,s02/t248/s02_t248.wav,s02/t248/s02_t248_audio_mfcc_window100ms_overlap50ms.npy,s02/t248/s02_t248_audio_mfcc_window20ms_overlap10ms.npy,s02/t248/s02_t248_raw_eeg_5kHz.npy,s02/t248/s02_t248_raw_emg_5kHz.npy,s02/t248/s02_t248_processed_eeg_1kHz.npy,s02/t248/s02_t248_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,249,4,disgust,1.32,2.3200000000000003,1.0000000000000002,s02/t249/s02_t249.wav,s02/t249/s02_t249_audio_mfcc_window100ms_overlap50ms.npy,s02/t249/s02_t249_audio_mfcc_window20ms_overlap10ms.npy,s02/t249/s02_t249_raw_eeg_5kHz.npy,s02/t249/s02_t249_raw_emg_5kHz.npy,s02/t249/s02_t249_processed_eeg_1kHz.npy,s02/t249/s02_t249_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,250,8,happy,1.25,2.25,1.0,s02/t250/s02_t250.wav,s02/t250/s02_t250_audio_mfcc_window100ms_overlap50ms.npy,s02/t250/s02_t250_audio_mfcc_window20ms_overlap10ms.npy,s02/t250/s02_t250_raw_eeg_5kHz.npy,s02/t250/s02_t250_raw_emg_5kHz.npy,s02/t250/s02_t250_processed_eeg_1kHz.npy,s02/t250/s02_t250_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,251,2,anger,1.2999999999999998,2.3,1.0,s02/t251/s02_t251.wav,s02/t251/s02_t251_audio_mfcc_window100ms_overlap50ms.npy,s02/t251/s02_t251_audio_mfcc_window20ms_overlap10ms.npy,s02/t251/s02_t251_raw_eeg_5kHz.npy,s02/t251/s02_t251_raw_emg_5kHz.npy,s02/t251/s02_t251_processed_eeg_1kHz.npy,s02/t251/s02_t251_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,252,6,fear,1.4,2.4,1.0,s02/t252/s02_t252.wav,s02/t252/s02_t252_audio_mfcc_window100ms_overlap50ms.npy,s02/t252/s02_t252_audio_mfcc_window20ms_overlap10ms.npy,s02/t252/s02_t252_raw_eeg_5kHz.npy,s02/t252/s02_t252_raw_emg_5kHz.npy,s02/t252/s02_t252_processed_eeg_1kHz.npy,s02/t252/s02_t252_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,253,12,surprise,1.27,2.27,1.0,s02/t253/s02_t253.wav,s02/t253/s02_t253_audio_mfcc_window100ms_overlap50ms.npy,s02/t253/s02_t253_audio_mfcc_window20ms_overlap10ms.npy,s02/t253/s02_t253_raw_eeg_5kHz.npy,s02/t253/s02_t253_raw_emg_5kHz.npy,s02/t253/s02_t253_processed_eeg_1kHz.npy,s02/t253/s02_t253_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,254,10,sad,1.4,2.4,1.0,s02/t254/s02_t254.wav,s02/t254/s02_t254_audio_mfcc_window100ms_overlap50ms.npy,s02/t254/s02_t254_audio_mfcc_window20ms_overlap10ms.npy,s02/t254/s02_t254_raw_eeg_5kHz.npy,s02/t254/s02_t254_raw_emg_5kHz.npy,s02/t254/s02_t254_processed_eeg_1kHz.npy,s02/t254/s02_t254_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,255,6,fear,1.25,2.25,1.0,s02/t255/s02_t255.wav,s02/t255/s02_t255_audio_mfcc_window100ms_overlap50ms.npy,s02/t255/s02_t255_audio_mfcc_window20ms_overlap10ms.npy,s02/t255/s02_t255_raw_eeg_5kHz.npy,s02/t255/s02_t255_raw_emg_5kHz.npy,s02/t255/s02_t255_processed_eeg_1kHz.npy,s02/t255/s02_t255_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,256,8,happy,1.4500000000000002,2.45,1.0,s02/t256/s02_t256.wav,s02/t256/s02_t256_audio_mfcc_window100ms_overlap50ms.npy,s02/t256/s02_t256_audio_mfcc_window20ms_overlap10ms.npy,s02/t256/s02_t256_raw_eeg_5kHz.npy,s02/t256/s02_t256_raw_emg_5kHz.npy,s02/t256/s02_t256_processed_eeg_1kHz.npy,s02/t256/s02_t256_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,257,4,disgust,1.5,2.5,1.0,s02/t257/s02_t257.wav,s02/t257/s02_t257_audio_mfcc_window100ms_overlap50ms.npy,s02/t257/s02_t257_audio_mfcc_window20ms_overlap10ms.npy,s02/t257/s02_t257_raw_eeg_5kHz.npy,s02/t257/s02_t257_raw_emg_5kHz.npy,s02/t257/s02_t257_processed_eeg_1kHz.npy,s02/t257/s02_t257_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,258,14,neutral,1.3,2.3,0.9999999999999998,s02/t258/s02_t258.wav,s02/t258/s02_t258_audio_mfcc_window100ms_overlap50ms.npy,s02/t258/s02_t258_audio_mfcc_window20ms_overlap10ms.npy,s02/t258/s02_t258_raw_eeg_5kHz.npy,s02/t258/s02_t258_raw_emg_5kHz.npy,s02/t258/s02_t258_processed_eeg_1kHz.npy,s02/t258/s02_t258_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,259,2,anger,1.55,2.45,0.9,s02/t259/s02_t259.wav,s02/t259/s02_t259_audio_mfcc_window100ms_overlap50ms.npy,s02/t259/s02_t259_audio_mfcc_window20ms_overlap10ms.npy,s02/t259/s02_t259_raw_eeg_5kHz.npy,s02/t259/s02_t259_raw_emg_5kHz.npy,s02/t259/s02_t259_processed_eeg_1kHz.npy,s02/t259/s02_t259_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,260,8,happy,1.37,2.37,1.0,s02/t260/s02_t260.wav,s02/t260/s02_t260_audio_mfcc_window100ms_overlap50ms.npy,s02/t260/s02_t260_audio_mfcc_window20ms_overlap10ms.npy,s02/t260/s02_t260_raw_eeg_5kHz.npy,s02/t260/s02_t260_raw_emg_5kHz.npy,s02/t260/s02_t260_processed_eeg_1kHz.npy,s02/t260/s02_t260_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,261,2,anger,1.4300000000000002,2.43,1.0,s02/t261/s02_t261.wav,s02/t261/s02_t261_audio_mfcc_window100ms_overlap50ms.npy,s02/t261/s02_t261_audio_mfcc_window20ms_overlap10ms.npy,s02/t261/s02_t261_raw_eeg_5kHz.npy,s02/t261/s02_t261_raw_emg_5kHz.npy,s02/t261/s02_t261_processed_eeg_1kHz.npy,s02/t261/s02_t261_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,262,4,disgust,1.5,2.5,1.0,s02/t262/s02_t262.wav,s02/t262/s02_t262_audio_mfcc_window100ms_overlap50ms.npy,s02/t262/s02_t262_audio_mfcc_window20ms_overlap10ms.npy,s02/t262/s02_t262_raw_eeg_5kHz.npy,s02/t262/s02_t262_raw_emg_5kHz.npy,s02/t262/s02_t262_processed_eeg_1kHz.npy,s02/t262/s02_t262_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,263,10,sad,1.55,2.5,0.95,s02/t263/s02_t263.wav,s02/t263/s02_t263_audio_mfcc_window100ms_overlap50ms.npy,s02/t263/s02_t263_audio_mfcc_window20ms_overlap10ms.npy,s02/t263/s02_t263_raw_eeg_5kHz.npy,s02/t263/s02_t263_raw_emg_5kHz.npy,s02/t263/s02_t263_processed_eeg_1kHz.npy,s02/t263/s02_t263_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,264,14,neutral,1.38,2.38,0.9999999999999998,s02/t264/s02_t264.wav,s02/t264/s02_t264_audio_mfcc_window100ms_overlap50ms.npy,s02/t264/s02_t264_audio_mfcc_window20ms_overlap10ms.npy,s02/t264/s02_t264_raw_eeg_5kHz.npy,s02/t264/s02_t264_raw_emg_5kHz.npy,s02/t264/s02_t264_processed_eeg_1kHz.npy,s02/t264/s02_t264_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,265,12,surprise,1.4,2.4,1.0,s02/t265/s02_t265.wav,s02/t265/s02_t265_audio_mfcc_window100ms_overlap50ms.npy,s02/t265/s02_t265_audio_mfcc_window20ms_overlap10ms.npy,s02/t265/s02_t265_raw_eeg_5kHz.npy,s02/t265/s02_t265_raw_emg_5kHz.npy,s02/t265/s02_t265_processed_eeg_1kHz.npy,s02/t265/s02_t265_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,266,6,fear,1.65,2.6,0.95,s02/t266/s02_t266.wav,s02/t266/s02_t266_audio_mfcc_window100ms_overlap50ms.npy,s02/t266/s02_t266_audio_mfcc_window20ms_overlap10ms.npy,s02/t266/s02_t266_raw_eeg_5kHz.npy,s02/t266/s02_t266_raw_emg_5kHz.npy,s02/t266/s02_t266_processed_eeg_1kHz.npy,s02/t266/s02_t266_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,267,4,disgust,1.58,2.58,1.0,s02/t267/s02_t267.wav,s02/t267/s02_t267_audio_mfcc_window100ms_overlap50ms.npy,s02/t267/s02_t267_audio_mfcc_window20ms_overlap10ms.npy,s02/t267/s02_t267_raw_eeg_5kHz.npy,s02/t267/s02_t267_raw_emg_5kHz.npy,s02/t267/s02_t267_processed_eeg_1kHz.npy,s02/t267/s02_t267_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,268,10,sad,1.55,2.6,1.05,s02/t268/s02_t268.wav,s02/t268/s02_t268_audio_mfcc_window100ms_overlap50ms.npy,s02/t268/s02_t268_audio_mfcc_window20ms_overlap10ms.npy,s02/t268/s02_t268_raw_eeg_5kHz.npy,s02/t268/s02_t268_raw_emg_5kHz.npy,s02/t268/s02_t268_processed_eeg_1kHz.npy,s02/t268/s02_t268_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,269,6,fear,1.5,2.5,1.0,s02/t269/s02_t269.wav,s02/t269/s02_t269_audio_mfcc_window100ms_overlap50ms.npy,s02/t269/s02_t269_audio_mfcc_window20ms_overlap10ms.npy,s02/t269/s02_t269_raw_eeg_5kHz.npy,s02/t269/s02_t269_raw_emg_5kHz.npy,s02/t269/s02_t269_processed_eeg_1kHz.npy,s02/t269/s02_t269_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,270,14,neutral,1.5499999999999998,2.55,1.0,s02/t270/s02_t270.wav,s02/t270/s02_t270_audio_mfcc_window100ms_overlap50ms.npy,s02/t270/s02_t270_audio_mfcc_window20ms_overlap10ms.npy,s02/t270/s02_t270_raw_eeg_5kHz.npy,s02/t270/s02_t270_raw_emg_5kHz.npy,s02/t270/s02_t270_processed_eeg_1kHz.npy,s02/t270/s02_t270_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,271,8,happy,1.47,2.47,0.9999999999999998,s02/t271/s02_t271.wav,s02/t271/s02_t271_audio_mfcc_window100ms_overlap50ms.npy,s02/t271/s02_t271_audio_mfcc_window20ms_overlap10ms.npy,s02/t271/s02_t271_raw_eeg_5kHz.npy,s02/t271/s02_t271_raw_emg_5kHz.npy,s02/t271/s02_t271_processed_eeg_1kHz.npy,s02/t271/s02_t271_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,272,2,anger,1.62,2.62,1.0,s02/t272/s02_t272.wav,s02/t272/s02_t272_audio_mfcc_window100ms_overlap50ms.npy,s02/t272/s02_t272_audio_mfcc_window20ms_overlap10ms.npy,s02/t272/s02_t272_raw_eeg_5kHz.npy,s02/t272/s02_t272_raw_emg_5kHz.npy,s02/t272/s02_t272_processed_eeg_1kHz.npy,s02/t272/s02_t272_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,273,12,surprise,1.37,2.37,1.0,s02/t273/s02_t273.wav,s02/t273/s02_t273_audio_mfcc_window100ms_overlap50ms.npy,s02/t273/s02_t273_audio_mfcc_window20ms_overlap10ms.npy,s02/t273/s02_t273_raw_eeg_5kHz.npy,s02/t273/s02_t273_raw_emg_5kHz.npy,s02/t273/s02_t273_processed_eeg_1kHz.npy,s02/t273/s02_t273_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,274,4,disgust,1.67,2.67,1.0,s02/t274/s02_t274.wav,s02/t274/s02_t274_audio_mfcc_window100ms_overlap50ms.npy,s02/t274/s02_t274_audio_mfcc_window20ms_overlap10ms.npy,s02/t274/s02_t274_raw_eeg_5kHz.npy,s02/t274/s02_t274_raw_emg_5kHz.npy,s02/t274/s02_t274_processed_eeg_1kHz.npy,s02/t274/s02_t274_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,275,6,fear,1.5299999999999998,2.53,1.0,s02/t275/s02_t275.wav,s02/t275/s02_t275_audio_mfcc_window100ms_overlap50ms.npy,s02/t275/s02_t275_audio_mfcc_window20ms_overlap10ms.npy,s02/t275/s02_t275_raw_eeg_5kHz.npy,s02/t275/s02_t275_raw_emg_5kHz.npy,s02/t275/s02_t275_processed_eeg_1kHz.npy,s02/t275/s02_t275_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,276,8,happy,1.65,2.65,1.0,s02/t276/s02_t276.wav,s02/t276/s02_t276_audio_mfcc_window100ms_overlap50ms.npy,s02/t276/s02_t276_audio_mfcc_window20ms_overlap10ms.npy,s02/t276/s02_t276_raw_eeg_5kHz.npy,s02/t276/s02_t276_raw_emg_5kHz.npy,s02/t276/s02_t276_processed_eeg_1kHz.npy,s02/t276/s02_t276_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,277,2,anger,1.5499999999999998,2.55,1.0,s02/t277/s02_t277.wav,s02/t277/s02_t277_audio_mfcc_window100ms_overlap50ms.npy,s02/t277/s02_t277_audio_mfcc_window20ms_overlap10ms.npy,s02/t277/s02_t277_raw_eeg_5kHz.npy,s02/t277/s02_t277_raw_emg_5kHz.npy,s02/t277/s02_t277_processed_eeg_1kHz.npy,s02/t277/s02_t277_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,278,14,neutral,1.62,2.62,1.0,s02/t278/s02_t278.wav,s02/t278/s02_t278_audio_mfcc_window100ms_overlap50ms.npy,s02/t278/s02_t278_audio_mfcc_window20ms_overlap10ms.npy,s02/t278/s02_t278_raw_eeg_5kHz.npy,s02/t278/s02_t278_raw_emg_5kHz.npy,s02/t278/s02_t278_processed_eeg_1kHz.npy,s02/t278/s02_t278_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,279,10,sad,1.7799999999999998,2.78,1.0,s02/t279/s02_t279.wav,s02/t279/s02_t279_audio_mfcc_window100ms_overlap50ms.npy,s02/t279/s02_t279_audio_mfcc_window20ms_overlap10ms.npy,s02/t279/s02_t279_raw_eeg_5kHz.npy,s02/t279/s02_t279_raw_emg_5kHz.npy,s02/t279/s02_t279_processed_eeg_1kHz.npy,s02/t279/s02_t279_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,280,12,surprise,1.47,2.47,0.9999999999999998,s02/t280/s02_t280.wav,s02/t280/s02_t280_audio_mfcc_window100ms_overlap50ms.npy,s02/t280/s02_t280_audio_mfcc_window20ms_overlap10ms.npy,s02/t280/s02_t280_raw_eeg_5kHz.npy,s02/t280/s02_t280_raw_emg_5kHz.npy,s02/t280/s02_t280_processed_eeg_1kHz.npy,s02/t280/s02_t280_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,281,2,anger,1.5,2.5,1.0,s02/t281/s02_t281.wav,s02/t281/s02_t281_audio_mfcc_window100ms_overlap50ms.npy,s02/t281/s02_t281_audio_mfcc_window20ms_overlap10ms.npy,s02/t281/s02_t281_raw_eeg_5kHz.npy,s02/t281/s02_t281_raw_emg_5kHz.npy,s02/t281/s02_t281_processed_eeg_1kHz.npy,s02/t281/s02_t281_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,282,14,neutral,0.97,1.97,1.0,s02/t282/s02_t282.wav,s02/t282/s02_t282_audio_mfcc_window100ms_overlap50ms.npy,s02/t282/s02_t282_audio_mfcc_window20ms_overlap10ms.npy,s02/t282/s02_t282_raw_eeg_5kHz.npy,s02/t282/s02_t282_raw_emg_5kHz.npy,s02/t282/s02_t282_processed_eeg_1kHz.npy,s02/t282/s02_t282_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,283,10,sad,1.2,2.1,0.9,s02/t283/s02_t283.wav,s02/t283/s02_t283_audio_mfcc_window100ms_overlap50ms.npy,s02/t283/s02_t283_audio_mfcc_window20ms_overlap10ms.npy,s02/t283/s02_t283_raw_eeg_5kHz.npy,s02/t283/s02_t283_raw_emg_5kHz.npy,s02/t283/s02_t283_processed_eeg_1kHz.npy,s02/t283/s02_t283_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
2,284,4,disgust,1.02,2.02,1.0,s02/t284/s02_t284.wav,s02/t284/s02_t284_audio_mfcc_window100ms_overlap50ms.npy,s02/t284/s02_t284_audio_mfcc_window20ms_overlap10ms.npy,s02/t284/s02_t284_raw_eeg_5kHz.npy,s02/t284/s02_t284_raw_emg_5kHz.npy,s02/t284/s02_t284_processed_eeg_1kHz.npy,s02/t284/s02_t284_processed_emg_5kHz_mfcc_window2000ms_overlap1000ms.npy,
